Moody's | 1993-02-08 | Ba2
Moody's | 1995-10-10 | Ba1
Moody's | 2000-04-06 | Baa3
Moody's | 2005-08-09 | Baa2
Moody's | 2006-07-13 | Baa1
Moody's | 2015-04-30 | Baa2
Moody's | 2016-04-15 | Baa3
Moody's | 2019-06-26 | Ba1
Moody's | 2023-07-10 | Ba2
S&P | 2008-08-15 | A
S&P | 2016-04-22 | A-
S&P | 2017-04-21 | BBB+
S&P | 2019-07-09 | BBB
S&P | 2020-03-26 | BBB-
